15.0	0.0	0.9431390747010964
15.0	0.1	0.9430910249139245
15.0	0.2	0.9429405999357207
15.0	0.3	0.9426674364031528
15.0	0.4	0.9422284093926656
15.0	0.5	0.9415354930370042
15.0	0.6	0.9403938423739779
15.0	0.7	0.9382926963305017
15.0	0.8	0.9334294555655055
15.0	0.9	0.9141508528817534
15.0	1.0	0.5007384798406711
5.0	0.0	0.6384147031120851
5.0	0.1	0.6375620403165682
5.0	0.2	0.6342658961866007
5.0	0.3	0.6281939372825945
5.0	0.4	0.6186609445612152
5.0	0.5	0.6044482956795277
5.0	0.6	0.583466746099253
5.0	0.7	0.5522521456978676
5.0	0.8	0.5058724708437236
5.0	0.9	0.4409067336455978
5.0	1.0	0.3511106778246759
10.0	0.0	0.8786405076506488
10.0	0.1	0.8784388156191163
10.0	0.2	0.8778027491689468
10.0	0.3	0.8766454560992939
10.0	0.4	0.8747837501761827
10.0	0.5	0.8718477412870097
10.0	0.6	0.8670350620726676
10.0	0.7	0.8583188090599584
10.0	0.8	0.8390567288610891
10.0	0.9	0.7743393859899711
10.0	1.0	0.4560524874877478
7.5	0.0	0.7999748484976555
7.5	0.1	0.7994978379706935
7.5	0.2	0.7979618768218026
7.5	0.3	0.7951620393962568
7.5	0.4	0.7906692606882694
7.5	0.5	0.7836361005749505
7.5	0.6	0.7722972148343703
7.5	0.7	0.7525101724083466
7.5	0.8	0.7126372641434435
7.5	0.9	0.6147322714572755
7.5	1.0	0.4123346924445923
